Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
11HO3197,WILLMONT MELWOOD MEL-ET,29HO5730,ARLINDA MELWOOD-ET,12418785,WILLMONT TRADITION KRISTY-ET,,,,
7HO0775,WILLMONT ROUND-UP,7HO0058,ROUND OAK RAG APPLE ELEVATION,7677737,WILLMONT BONUS ROBBIE,,,,
11HO1238,WILLOWCRAG MONARCH ALEX-TWIN,16HO0055,ROBTHOM MONARCH VOYAGEUR,7481781,WILLOWCRAG CARNATION SENSATION,,,,
73HO0842,WILLOWHOLME ALGONQUIN-ET,72HO0269,MARIES THUNDER-TWIN,3347320,WILLOWHOLME SHEIK NADINE,,,,
73HO0678,WILLOWHOLME CASPER,73HO0219,WILLOWHOLME MARK ANTHONY,3347320,WILLOWHOLME SHIEK NADINE,,,,
73HO0219,WILLOWHOLME MARK ANTHONY,299855,FAIRLEA ROYAL MARK,2413742,WILLOWHOLME NED ARLENE,,,,
8HO1975,WILLOWLAND MARK IV,7HO0980,WALKWAY CHIEF MARK,11262429,WILLOWLAND BELL REBA,,,,
11HO3173,WILLOW-MARSH COVERT-ET,1HO0406,THONYMA SECRET,11444502,WILLOW-MARSH VALIANT SYLVIA,,,,
9HO0148,WILL-TRI FRANS LEGACY,40HO0096,PACLAMAR ASTRONAUT,4834005,WALNUT LANE IVANHOE FRAN,,,,
29HO7822,WINDCREST CUBBY JALAPENO-ET,29HO6425,OSDEL-ENDEAVOR BOVA CUBBY,14326511,WINDCREST AEROSTAR JUICE-ET,,,,
9HO1708,WINDCREST LEADMAN JUDGE-ET,8HO2024,ROTHROCK TRADITION LEADMAN,12777158,CAERNARVON NED JULIE-ET,,,,
15HO0311,WINTER-PLACE ARISTOCRAT,40HO2025,PAWNEE FARM ARLINDA CHIEF,8799699,ECRASO RORA ELEVATION LULU,,,,
1104074,WINTERTHUR APOLLO,931354,PABST WINTERTHUR ZEUS,2351674,WINTERTHUR FOBS POS GRT DAD XX,,,,
1013415,WIS BURKE IDEAL,933122,WIS IDEAL,2454577,WIS JUANITA,,,,
933122,WIS IDEAL,819476,WEBER BURKE CYCLONE,2257335,PINKY ORMSBY BESSIE,,,,
915940,WIS LEADER,819476,WEBER BURKE CYCLONE,2208022,WIS SYMPHONY,,,,
7HO0285,WOODBINE PEARL COMET,1HO0104,IDEAL FURY REFLECTOR,5372146,PEARL IVANHOE COMET,,,,
7HO1901,WOODBINE VALIANT ELDON-ET,29HO2851,S-W-D VALIANT,10433316,WOODBINE ELEVATION ELLA,,,,
11HO3606,WOODBINE-K BSTAR EMIL-ET,7HO1897,TO-MAR BLACKSTAR-ET,8760089,NORTHCROFT ELLA ELEVATION,,,,
H328,WOODBINE-K VALIANT ERIC-ET,29HO2851,S-W-D VALIANT,,NORTHCROFT ELLA ELEVATION,,,,
40HO0094,WOODBOURNE INKA REFLECTOR,198998,A B C REFLECTION SOVEREIGN,2734741,INKA PIETJE VEEMAN,,,,
P239,WORLD TELSTAR KING,,PACLAMAR SNOWBOOTS ACE TELSTAR,,WORLD JACKIE HIT SEGIS ELKCUR,,,,
1HO0975,WORMONT DRACULA-ET,1HO0414,TESK-HOLM VALIANT ROCKIE,13840345,WORMONT BLACKSTAR DORIAN-ET,,,,
7HO3886,WORMONT EXTREME,1HO1464,BIS-MAY TRADITION CLEITUS,11817127,WORMONT VALIANT ERICA,,,,
AB207/6,WRINKLES MANSO III 207/6,94/3,GBW MANSO WRINKLES,58/2,GBW MISS QUINCA MANSO,,,,
29HO4568,WST BERLYN BEN ARLENE-ET,7HO0543,CARLIN-M IVANHOE BELL,8579734,COTTONWOOD-VALE BOOTS ARLENE,,,,
73HO0592,WYKHOLME DEWDROP JACK-ET,70HO0143,CLINTON-CAMP MAJESTY,2214546,WYKHOLME DEWDROP DEBBIE,,,,
P535,WYKHOLME DEWDROP PETER,73HO0431,HANOVERHILL STARBUCK,3399565,WYKHOLME DEWDROP PENNY A ET,,,,
YANIV651,YANIV651,40HO0096,PACLAMAR ASTRONAUT,0052,YAFFA,,,,
SG24,YANLEY LYSANDER,3366,YANLEY HALLMARK,0925814,GINA(IMP.G1976),,,,
73HO1152,YOUNGERWAY MARK ROCKET,7HO0980,WALKWAY CHIEF MARK,10328251,DUNWOOD ROYALMAID PETE SUNNY,,,,
7HO1809,YUCCA VALIANT ELIDA-ET,29HO2851,S-W-D VALIANT,9539199,COR-VEL ELEVATION MATILDA,,,,
050HF,Z1310722,29HO4773,BILJEAN IJON SENSATION-ET,90958,90958(น้ำเงิน),,,,
044HF,Z131944,9HO0904,RELAY ARISE SWD VANGUARD,96452,96452(น้ำตาล),,,,
047HF,Z131979,29HO5296,SOUTHWIND BELL OF BAR-LEE,77310551,77310551(ปวีณา),,,,
046HF,Z150455,1HO1464,BIS-MAY TRADITION CLEITUS,77310371,,,,,
048HF,Z260045,29HO5285,PECKS HOW-EL VALIANT TRAVIS,PR00089,,,,,
11HO2833,ZEE-CAL COMMTION-ET,11HO1479,LEKKER VALIANT ROYALTY,11188770,ARTEVEL CARLIN 5776,,,,
020391/01,ZEUS,016040/18,ZELOT,7462399,RELLA,,,,
14HO1440,ZIELLAND FAST FUTURE,7HO0800,CASS-RIVER SELECT DELEGATE,10629907,DEUCE MARS  CHRISTY,,,,
1HO0967,ZIELLAND ZEBO,29HO5730,ARLINDA MELWOOD-ET,12630224,ZIELLAND FUTURE HANNAH,,,,
122HO8675,ZONNEVELD BELL FORTE-ET,7HO2716,ZONNEVELD GLAMOUR BELL,14093705,ZONNEVELD TONY FROSTY-ET,,,,
7HO2716,ZONNEVELD GLAMOUR BELL,7HO0543,CARLIN-M IVANHOE BELL,10532377,ZONNEVELD VALIANT FROSTY,,,,
11HO5815,GRANADO,,HA-HO CUBBY MANFRED-ET,,MIKLIN SLOCUM GLEAM,,,,
2136,ฟาร์ม,,M.A.STAR,4945,,,,,
2177,ฟาโรห์,2136,ฟาร์ม(FARM),1119,,,,,
2184,ฟรัง,,K.BOOT,1123,,,,,
2188,เฟรช,4925,ฟอน,4905,,,,,
2197,โฟกัส,FB1919,L.SUPREME,70405,,,,,
2218,แฟร็งค์,11HO2143,IONA-FARM HIGHLITE,ML06302,,,,,
2219,ฟอลคอล,,NUE-TRAD,ML13022,,,,,
2220,ไฟน์,7HO1005,LEPRECHAUN SIOUX,90223,,,,,
2225,ไฟเตอร์,73HO1082,MY-KINDA STARSHINE ET 389995,28,,,,,
2227,ฟ๊อก,71HO0941,CHICOUTIMI VOLTAIRE,131,,,,,
2228,เฟรนด์,,DAIRYDALE STINGRAY,42,,,,,
2230,เฟม,,CONANT-ACRES-JY BROKER-ET,99,,,,,
2232,ฟิก,,KARONO STATUM-ET,153,,,,,
2233,แฟร์,,WHITERIVER ROCKIE ET,124,,,,,
2238,ฟาสเตอร์,11HO1931,EXRANCO JAKE-ET,Z301008,บุต,,,,
2241,แฟชั่น,K1,,ND40/34,,,,,
2635,โซล,2601,1602,,,,,,
2641,โซโล,2601,51,,,,,,
2708,โซดา,2641,โซโล,70397,,,,,
29HO9328,LOCKET,,PEN-COOL DUSTER-ET,,SANDY-VALLEY MASCOT FR,,,,
4863,ฟอด,,HB NO. 39834,,HB NO. 193560,,,,
4925,ฟอน,,HB NO.139931,,HB NO.42709,,,,
4979,ฟอง,36046,MACROA SOVERETON MARK,,BELMONT BS HETTY C.,,,,
7HO6745,ONYX,,CAROL-PRELUDE MTOTO-ET,,SANDY-VALLEY  WD FRISC,,,,
H4001,แฟคเตอร์,23HO0453,MANDEL,ML23516,,,,,
11HO6440,ALTASYLVESTER,29HO8343,Wa-Del Convincer-ET  CV TL EX-95,,Wa-Del Convincer-ET  CV TL EX-95,,,,
100SW,100SW,,100%SW,,100%SW,,,,
11HO2108,HAWK,Whittier-Farms Apollo Rocke  TL,,,,,,,
14HO3290,JOEY,,TERY,,JOFIC,,,,
SM100,SM100,,100%SM,,100%SM,,,,
RD100,RD100,,100%RD,,100%RD,,,,
RS100,RS100,,100%RS,,100%RS,,,,
14HO4048,MISSION-ET,,LEXVOLD LUKE HERSHEL,,LYNMEAD CELSIUS MINNOW-ET EX-91,,,,
14HO3940,MERT-ET,,MARA-THON BW MARSHALL-ET,,ROZ-ACRES WINKEN MARY VG88,,,,
14HO3596,SPICEMASTER,,HA-HO CUBBY MANFRED-ET,,SANDY VALLEY B-W FAYANNE-ET,,,,
11HO5293,BULLET,,PEN-COL DUSTER-ET,,RICECREST BWOOD BRIANNE-ET,,,,
011BS00581,DENMARK,011BS00544,FOREST LAWN TRADITION-ET EX-90,,RHART C B CRISTIAN TW EX-92 3E,,,,
BELLWOOD,BELLWOOD,,100%HF,,100%HF,,,,
PIONEER,PIONEER,HF100,100%HF,,100%HF,,,,
29HO11007,JUNIOR,,J-MOR ELTON GRANGER-ET,,ROLAND PTRN JENY JEMIMA-ET,,,,
1HO7283,PONCHO-ET,,ANDACRES HUNTER ORION,,RICECREST PATRON PEGGY-ET,,,,
11HO7838,PACE-ET,,LEXVOLD LUKE HERSHEL-ET,,VER-HAGES BOOTPEG PATTI-ET,,,,
11HO7791,ROSWELL-ET,,LEXVOLD LUKE HERSHEL-ET,,VER-HAGES BOOTPEG M ROSE-ET,,,,
203HO496,CELSIUS IDEAL,,528 ETAZON CELSIUS-ET,,ALTAGEN-I FATAL IDA-ET,,,,
198HO13,JUROR FORD,,KED JUROR-ET,,ALZI SOUTHWIND CARLA,,,,
29HO10440,AMMON FARM DYSON-ET,,ETAZON ADDISON-ET,,AMMON FARMS ELTON DOVIE,,,,
14HO3889,AMMON FARM DYNAMITE-ET,,DELTA WEBSTER-ET,,RICECREST DUSTER DIEDRA-ET,,,,
29HO10792,APPLOUIS JET STREAM-ET,,JOCKO BESN,,APPLOUIS MANFRED JULIET-ET,,,,
7HO7367,ART-ACRES MAR MARS 656-ET,,MARA-THON BW MARSHALL-ET,,ART-ACRES KAY PATRON-ET,,,,
7HO6834,ART-ACRES MTOTO DALE 448-ET,,CAROL PRELUDE MTOTO-ET,,ART-ACRES EMORY K KAY-ET,,,,
14HO3722,ART-ACRES MTOTO DOUG 444-ET,,CAROL PRELUDE MTOTO-ET,,ART-ACRES EMORY K KAY-ET,,,,
9HO2448,ART-ACRES PATRON SPOCK-ET,,BRABANT STAR PATRON-ET,,ART-ACRES MASCOT TEX B-ET,,,,
29HO10356,ASKEW REECE-ET,,CAROL PRELUDE MTOTO-ET,,MARKWELL RUDOLPH RHONDA-ET,,,,
ADAM,ADAM,100%HF,,100%HF,,,,,
FOREST,FOREST,100%HF,,100%HF,,,,,
SHANE,SHANE,,100%HF,,100%HF,,,,
MIKLIN,MIKLIN,100%HF,,100%HF,,,,,
6HO00537,ROCKIE,,Tesk-Holm Valiant Rockie  TV TL TD EX-96 GM,,,,,,
BROKER,BROKER,,100%HF,,100%HF,,,,
COMET,COMET,100%HF,,100%HF,,,,,
BOVA,BAVO,,100%HF,,100%HF,,,,
MILESTONE,MILESTONE,100%HF,,100%HF,,,,,
GOLDEN,GOLDEN,,100%HF,,100%HF,,,,
EMPEROR,EMPEROR,100%HF,,100%HF,,,,,
VALIANT,VALIANT,,100%HF,,100%HF,,,,
BRA100,BRA100,,100%BRA,,100%BRA,,,,
BRA100(RED),BRA100(RED),,100%BRA,,100%BRA,,,,
BS100,BS100,,100%BS,,100%BS,,,,
AB100,AB100,,100%AB,,100%AB,,,,
JOURNALIST,JOURNALIST,HF100,,HF100,,,,,
MAGNUM,MAGNUM,,100%HF,,100%HF,,,,
MARSHALL,MARSHALL,,100%HF,,100%HF,,,,
HAVEN,HAVEN,,100%HF,,100%HF,,,,
7HO7359,LOU,,MARA-THON BW MARSHALL-ET,,JENNY-LOU PATRON TOYANE,,,,
H4801,แฟล๊ก,JOKER,,PC450343,,,,,
151BS00134,PADDY,,TUOLUMNE PATRICK E 90,,TOP ACRES EMORY PRICE-ET EX-94 3E,,,,
FORD100,FORD100,,100%HF,,100%HF,,,,
2216,เฟิร์สท,,LUMACK,1333,BONNIC DON LINA,,,,
H5105,แฟคเตอร์ 3,23HO0453,MANDEL,ML23516,,,,,
H5106,แฟคเตอร์ 4,23HO0453,MANDEL,ML23516,,,,,
H5107,แฟคเตอร์ 5,23HO0453,MANDEL,ML23516,,,,,
151HO05637,SNOWSTORM-RED,,STBVQ Rubens-ET  RC TV TL VG-88 GM,,Golden-Oaks HL Scarlette-ET  RC VG-87,,,,
151HO00544,ELM-PARK JIFRO-RED-ET,73HO1414,BROOKNOOK MILESTONE-RED-ET,14708763,STOOKEY ELMPARK JIF-RED-ET,,,,
151HO00123,REDSTAR,,To-Mar Blackstar-ET  TV TL TD EX-93 GM,,Nandette TT Speckle-RED   EX-93 DOM,,,,
151HO05648,GYROS-RED,,STBVQ Rubens-ET  RC TV TL VG-88 GM,,Dalemcee-J Bfactr Greta-RED EX-90,,,,
151HO05635,CHARCOAL-RED,,Mapel Wood Cliffhanger  RC TV TL,,Pacific Rosebud Rudolph-ET RC VG-84 2Y-CAN,,,,
151BS00151,OLLY,,R Hart Simon Ensign ET   VG-88,,Brook View Rhythmic Folly E 90,,,,
151BS00085,PEERLESS,,Victory Acres Jubilation Emory  TM EX-91,,Arnola Peggy Priscilla   EX-91 5E,,,,
151BS00169,COGNAC,,Forest Lawn Simon Jupiter-ET  TM,,R Hart CD Clar-ET   EX-93 2E,,,,
151HO00264,TOP FLIGHT,,Maizefield Bellwood-ET  TV TL EX-96 GM,,Ladys-Manor Top Star-ET EX-92 2E GMD DOM,,,,
151HO00241,BLAZE,,Ca-Lill Belltone  CV TL TD EX-90 GM,,Rocky-Vu Rotat Extasy Ebony  TL EX-94 GMD DOM,,,,
151HO00382,BOUNCER,,Cooks-Valley Aero Bond-ET  TV TL EX-91 GM,,Henkeseen Hil Dee-ET EX-90,,,,
151HO05652,JAKE-RED,,Tri-Sec-SS Sovereign-RED-ET  TV TL VG-88,,Elm-Park Joan Of Arc-RED-ET   EX-90,,,,
151BS00098,COMMISH,,Top Acres Combo Pretus-ET,,R Hart CD Clar-ET   EX-93 2E,,,,
151BS00140,ADIDAS,,Victory Acres Jubilation Emory  TM EX-91,,Ken IR Jetway Adrea EX-94 2E,,,,
1HO07709,BRONZE,,Fustead Emory Blitz-ET  TV TL EX-92,,Parker Patron Francine-ET,,,,
200HO01196,TAYLOR,,Startmore Rudolph-ET  TV TL EX-CAN GM,,Doco Leadman Tenacious-ET   VG-88 DOM,,,,
200HO03339,MEGABYTE,,Canyon-Breeze Allen-ET  TV VG-85-6YR-CAN,,Beaver Ray Rudolph Modesty  TL,,,,
14HO03940,MERT,,Mara-Thon BW Marshall-ET  TV TL VG-86 GM,,Roz-Acres Winken Mary TV VG-88 GMD DOM,,,,
151HO00377,GIAN,,Just-Do-It Patriot-ET  TM TV TL,,Welcome Duster Gebo-ET VG-85,,,,
200HO04795,ADDICTION,,Richesse Stoneham  B/R TV TL,,Lindenright Leader CL Lucy-ET,,,,
151HO00345,LATOUR,,Mar-Bil Oscar Glenwood-ET  TV TL GP-81 GM,,Welcome Luke Loretta-ET   VG-88 GMD,,,,
1HO07760,PARADOX2-RED,,Glen-Toctin Johnson-ET  RC TV TL VG-85 GM,,J-Don Mentum Pillar-RED-ET   VG-86 GMD DOM,,,,
1HO06654,PHARISEE,,Out-Jock Choice Amel-ET  TV TL VG-85 GM,,Hidden-View Faberge-ET VG-88 DOM,,,,
7HO08443,BLAZER,,Stouder Morty-ET  TV TL  GM,,R-E-W Con Buffy  TV VG-87,,,,
7HO07895,SEGER,,Fustead Emory Blitz-ET  TV TL EX-92,,Regancrest Skychf Sunny-ET EX-90,,,,
76HO00135,LEADER,,Hanoverhill Raider-ET  TV TL EX,,C Hanoverhill Tony Lulu-ET EX-92 2E,,,,
151HO0377,GIAN,,Just-Do-It Patriot-ET  TM TV TL,,Welcome Duster Gebo-ET VG-85,,,,
76HO00435,ATLANTIS,,Regancrest Elton Durham-ET  TR CV TL EX-90 GM,,Tri-Day Encore Flavor-ET   EX-92,,,,
14HO02955,ADDICTION-RED,,J-Don B Star Adonis-ET  RC TL EX-90,,SFL Aerostar S Leslie-ET RC VG-86,,,,
151BS00202,FARRAH,,Mort Jade Starbuck   EX-90,,We-Gotta Jetway Fancy,,,,
151BS00196,KUTLER,,Blessing Aytola Banker,,Little Cobb Phet Kansas E92,,,,
151HO05655,MAHONEY-RED,,Tri-Sec-SS Sovereign-RED-ET  TV TL VG-88,,Ron-Nan Mile Merrisa-RED-ET EX-92 2E,,,,
151HO00398,DEWARS,,Ricecrest Marshall-ET  TV TL VG-86 GM,,Markwell Mg Dream-ET   VG-87,,,,
7HO07683,ANANDO,,Carol Prelude Mtoto-ET  TV TL  GM,,Laclar Storm Analee TV TL,,,,
14HO03722,DOUG,,Carol Prelude Mtoto-ET  TV TL  GM,,Art-Acres Emory K Kay-ET VG-88 DOM,,,,
14HO03161,GALLEON,,Startmore Rudolph-ET  TV TL EX-CAN GM,,De-Ka-Acres Luke Gail-ET GP-84,,,,
1HO07128,ALLEGRO,,Etazon Addison-ET  TV TL  GM,,Van-Wagner Bellwood Iris-ET,,,,
1HO03895,DEXTER,,Zee-Cal Commotion-ET  BL TV VG-85,,Wormont Leadman Doran-ET VG-88 DOM,,,,
151HO0538,BONAL CURRENCY-RED,14HO1301,STRICKLER RO CADILLAC-ET,14458144,BONAL LEADER CHARITY,,,,
503543,QUEST เควซท์,,HIRVIVAINION JULLI,,SOUTHWIND QUEEN MOTHER,,,,
151HO00378,DECODER,,Pen-Col Decision-ET  TV TL GP-83 GM,,Chel-Brook Form Trina-ET   EX-90 GMD,,,,
151HO5619,RUSTLER-RED,,Chapel-Bank Laredo-RED  TL TD VG-85,,Hanover-Hill-R MI Rochelle  RC EX-93,,,,
151HO05633,UNCLE SAM-RED,,STBVQ Rubens-ET  RC TV TL VG-88 GM,,Sellcrest K Melissa-RED-ET  TL EX-92 2E,,,,
151HO05638,HAVOC-RED,,Mapel Wood Cliffhanger  RC TV TL,,Car-Mul-Creek BM Hanna-RED   EX-91 EX-MS,,,,
151HO05608,AVANTI-RED,,Mossys ElmPark Flano-RED-ET  TL,,Vir-Clar Amanda-ET  RC VG-88,,,,
76HO00156,SHANDY *RC,,Mr Hurl-Three Momentum-RED-ET  TL TD VG-86 GM,,SFL Scarlets Mark Shanda-ET  RC VG-89 GMD DOM,,,,
76BS09016,EMORY,,Bridgeview Jubilation E,,Witlas Improver Emily   EX-90 3E,,,,
11HO07681,ALTADENBY,,Mara-Thon BW Marshall-ET  TV TL VG-86 GM,,MS Regancrest Patrn Dena-ET  TV VG-87 GMD DOM,,,,
11HO07797,ALTAINTRUDER,,Lexvold Luke Hershel-ET  TV TL  GM,,Pennview Rudolph India   EX-90,,,,
11HO09375,ALTADISCOVER,,Hartline Titanic-ET  TV TL,,D-J Durham Sap  TV VG-88,,,,
11HO08347,ALTABUFFALO,,Welcome Garter-ET  TV TL VG-88 GM,,Tolare Rudolph Cupid-ET  TV VG-88 GMD DOM,,,,
11JE00829,MAXXUM-P,,ISDK Oda Heino,,Dutch Hollow Barber Milady-P-ET   EX-90%,,,,
1HO07832,BUSINESS,,Welcome Garter-ET  TV TL VG-88 GM,,Fustead Cnvr Biz Cri-ET TV VG-85,,,,
1JE00576,JARRETT,,Jenks Barber Bill,,Forest Glen VD Jade-ET   EX-90%,,,,
7BS00769,CHRIS,,R Hart Christians Ace-ET  TM,,Oak Forest Jetway Crystal  TM EX-93 2E,,,,
14BS00292,14BS00292,,R Hart TC Denmark ET  TL EX-90,,Harder Prelude Lucy,,,,
7HO07979,BERWIN,,Stouder Morty-ET  TV TL  GM,,D-P-M MI Pat Briana 3446-ET  CV EX-90 3E DOM,,,,
29HO10488,TAILOR MADE,,Dixie-Lee Aaron-ET  TV TL EX-90 GM,,Wilra Convincer Sweet   VG-86 GMD DOM,,,,
29HO10832,KODIAK,,Art-Acres Tanker-ET  TV,,ART-ACRES PATRON KAY-ET,,,,
7HO10039,CHRIS,,Braedale Goldwyn  TV TL  GM,,MD-Valleyvue Chris-RED-ET,,,,
76HO0261,MARK UP,,Walkway Chief Mark  TL TD VG-87 GM,,Thumb-Pride Bovadeere-ET VG-88 GMD DOM,,,,
151HO5638,HAVOC-RED,,Mapel Wood Cliffhanger  RC TV TL,,Car-Mul-Creek BM Hanna-RED   EX-91 EX-MS,,,,
151BS0131,JULIO,,Garbro IW Dotson Monopoly,,R N R Pete Rose Julie   EX-90,,,,
29HO10585,ERICKSON,,DIXIE-LEE AARON-ET 2265005 EX-90,,SANDY-VALLEY TERRY ERDA-ET 123260615 VG-86,,,,
23HO00604,FOREVER,,Lutz-Meadows E Mandel-ET  TV TL VG-85 GM,,C Plushanski Bstar Flute-ET   EX-92 2E GMD DOM,,,,
61718,ล๊อตโต้(LOTTO),,KOTARE FUTURE JAZZ,,VATMARKEN LEILA,,,,
500550,ลีวาย(LEVI),,KUUSIJOEN ETRONI,,GLENMARIE PROGRESS LABELE,,,,
12FFUC4,VOODOO,,WINLUKE,,SHOTIME,,,,
29HO08697,S-MAN,,Lutz-Meadows E Mandel-ET  TV TL VG-85 GM,,Jol-Lee Astar Sheryl-ET   VG-86 VG-MS GMD DOM,,,,
29HO09910,MODESTO,,Maughlin Storm-ET  B/R TV TL CAN-EX GM,,Sikkema-Star-W J Macene-ET VG-87,,,,
29HO10442,LINDLEY,,Dixie-Lee Aaron-ET  TV TL EX-90 GM,,Duncan Patron Linda-ET,,,,
1HO07231,DIGMANN,,Mara-Thon BW Marshall-ET  TV TL VG-86 GM,,Regancrest Debbie-Jo-ET   EX-92 GMD DOM,,,,
1HO08333,MADDOX,,Stouder Morty-ET  TV TL  GM,,Ricecrest Decision Diana-ET  TV VG-88,,,,
151HO5655,MAHONEY-RED,,Tri-Sec-SS Sovereign-RED-ET  TV TL VG-88,,Ron-Nan Mile Merrisa-RED-ET EX-92 2E,,,,
151HO0272,LAMUNIT,,Norrielake Cleitus Luke-TW  TV TL EX-90 GM,,Sully Mark Blkstr Anita-ET   EX-91 GMD DOM,,,,
1HO06342,JETER,,Shen-Val Nv Lm Formation-ET  TV TL VG-85 GM,,Beshore Elton Jean-ET TL VG-87,,,,
1HO05588,SOSA,,Ha-Ho Cubby Manfred-ET  TV TL GP-82 GM,,Sildahl-Eagle BW Spicey-ET EX-90 2E GMD DOM,,,,
1HO05678,TIGER,,Ha-Ho Cubby Manfred-ET  TV TL GP-82 GM,,Towerview-Acres Tina-TCG-ET,,,,
011HO04623,ALTAHERSHEL,,Norrielake Cleitus Luke-TW  TV TL EX-90 GM,,Lexvold Mascot Hilary-ET VG-86 VG-MS GMD DOM,,,,
14HO03582,DALLAS,,Ha-Ho Cubby Manfred-ET  TV TL GP-82 GM,,Dev-Lin Daisy Dancer  TL EX-91 2E GMD DOM,,,,
14HO3388,JOKER,,Jo-Wal Cubby Metro-ET  TV TL EX-94,,Michigan Eltn Bossy 3217-ET  CV TL,,,,
BLACK,BLACK,,100%HF,,100%HF,,,,
ERISON,ERISON,,100%HF,,100%HF,,,,
HURE,HURE,,100%HF,,100%HF,,,,
LONDON,LONDON,,100%HF,,100%HF,,,,
BOC120,BOC120,,100%HF,,100%HF,,,,
BRAH,BRAH,,100%HF,,100%HF,,,,
NINO,NINO,,100%HF,,100%HF,,,,
ANDY,ANDY,,100%HF,,100%HF,,,,
MYSTERLOOG,MYSTERLOOG,,100%HF,,100%HF,,,,
CHALESE,CHALESE,,100%HF,,100%HF,,,,
DOOK,DOOK,,100%HF,,100%HF,,,,
006HO00996,SUPERMAN,,JA-BOB JORDAN-RED-ET,,SELLCREST MERLIN JANICE-RED,,,,
06HO00957,NEWTON,,MANAT-ET,,RONLAND NITA MERV NATASHA,,,,
06HO01043,WIZDOM,,CANYON-BREEZE ALLEN-ET,,JUNIPER OUTSIDE WISH-ET,,,,
071HO01223,ELEGANT* RC,,To-Mar Blackstar-ET  TV TL TD EX-93 GM,,Arnell Marquis Darla TL,,,,
076HO00158,WINNER,,RONNYBROOK PRELUDE-ET,,NORZ-HILL CLEITUS WINKEN-TWIN,,,,
076HO00453,MR.MONEY,,Comestar Lee TV TL EX-CAN GM,,Miss Miracle Muriel-ET,,,,
076HO00515,CHARICH FLOWER LUCAS,,Norrielake Cleitus Luke-TW  TV TL EX-90 GM,,921WZR8953,,,,
076HO00535,LUCAS-RED,,Pursuit September Storm-ET  RC TV TL EX-CAN GM,,Andora Duster Kylee-ET  RC TV TL VG-87 GMD DOM,,,,
076JE00118,COUNTRY,,Bancrest Lester Avery,,BW Berretta Prize G525   EX-92%,,,,
11HO06992,ALTAYANKEE,,Ricecrest Lantz-ET  CV TL EX-91 GM,,Brandt-View Manfred Miss-ET  TV TL VG-88 GMD DOM,,,,
11HO08432,ALTACAPITAL,,Canyon-Breeze Allen-ET  TV VG-85-6YR-CAN,,Gillette Storm Caprice  B/R VG-89,,,,
11HO08538,ALTASYSTEMATIC,,Comestar Stormatic-ET  TV TL EX-CAN,,La Presentation Goupel   VG-85-1YR-CAN,,,,
11HO7119,ALTAPATTON,,Dixie-Lee Aaron-ET  TV TL EX-90 GM,,Hidden-View Faberge-ET VG-88 DOM,,,,
11HO7477,ALTASHERIFF,,Lexvold Luke Hershel-ET  TV TL  GM,,Altagen Rudolph Sharon-ET  TL VG-88 2*,,,,
14BS00256,ACE,,Towpath Telstar Aytola ET,,Rhart C B Cristian  TW EX-92 3E,,,,
14BS00277,EAGLE,,R Bay Emorys Earnest T,,Rhart C B Cristian  TW EX-92 3E,,,,
14HO02586,SAILOR,,Paradise-R Cleitus Mathie  CV TL EX-95 GM,,Paradise-R Ar Sherry 1128-ET   VG-88 GMD DOM,,,,
14HO03576,NELSON,,Macy-L Mascot Jeff-ET  TR TV TL,,Clay-Bern Commotion Nita  TL VG-87 GMD DOM,,,,
14HO03751,AIR-TIME,,Dixie-Lee Aaron-ET  TV TL EX-90 GM,,Canyon-Breeze Blw Alice-ET   VG-87 GMD DOM,,,,
14HO03831,MARION,,Etazon Addison-ET  TV TL  GM,,Veazland Formation Missa-ET VG-85,,,,
14HO04035,TOTAL P-RED,,Walhowdon K Elton Blaze-ET  RC TV TL  GM,,Walhowdon K Elton Blaze-ET  RC TV TL  GM,,,,
14HO05145,VICTORY-RED,,Pursuit September Storm-ET  RC TV TL EX-CAN GM,,HAGUES ELM-PARK VERTU-ET,,,,
14HO05147,MCENROE,,Keystone Potter  TM TV TL GP-83,,LEDYARD MARSHL MONROE MOLLY,,,,
14JE00426,SYMBOL,,Molly Brook Poseidon Adventure,,Sunbow Bold Daniel Emerald   VG-84%,,,,
14JE00430,TEMPO,,BW Parade-ET,,MVF Barber Sooner J 484   EX-92%,,,,
151BS00013,RHYTHM,,Top Acres Balison Tempo-ET,,Idyl Wild Improver Jinx   EX-90 3E,,,,
151BS00171,ELEVATION,,R Hart BC Collection  TM EX-93,,Harts Matt Envy   EX-92 2E,,,,
151BS00210,GLAMOURKING,,Blessing Emory Eros ET,,Viking Valley Starb Glitz   EX-92 2E,,,,
151BS00213,MASTER,,R Hart Christians Ace-ET  TM,,Misa Prophet Mirage   EX-91 2E,,,,
151HO00242,KINGSTAR,,Kinglea Leader  RC TV TL TD VG-87 GM,,To-Mar Wayne Hay TM EX-90 GMD DOM,,,,
151HO00270,DESIGN,,Maizefield Bellwood-ET  TV TL EX-96 GM,,Halo Blackstar Deba  CV TL EX-92 2E GMD DOM,,,,
151HO00334,STERLING,,Margene Blackstar Fred  TV TL VG-85 GM,,Scientific Christms Star RC EX-90 2E,,,,
151HO00411,GORDIE,,Sandy-Valley Forbidden-ET  TR TV TL TD EX-93,,Welcome Winchester Glori-ET  TV VG-87,,,,
